Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,"Congo, Rep.",COG,..,..,92.6,..,..,93.5,..,..,..,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Costa Rica,CRI,..,..,..,..,..,..,..,..,97.6,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Cote d'Ivoire,CIV,..,87.6,90.6,..,..,..,93.2,..,..,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Croatia,HRV,..,..,..,..,..,..,..,..,..,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Cuba,CUB,..,100,100,..,98.5,..,..,..,..,99.1,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Curacao,CUW,..,..,..,..,..,..,..,..,..,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Cyprus,CYP,..,..,..,..,..,..,..,..,..,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Czech Republic,CZE,..,..,..,..,..,..,..,..,..,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Denmark,DNK,..,..,..,..,..,..,..,..,..,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Djibouti,DJI,..,..,87.7,..,..,..,..,..,..,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Dominica,DMA,90,..,..,..,..,..,..,..,..,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Dominican Republic,DOM,..,97.8,..,99.3,98,..,..,..,..,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Ecuador,ECU,..,..,..,..,..,..,..,..,..,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,"Egypt, Arab Rep.",EGY,..,52.9,..,..,90.3,..,..,..,..,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,El Salvador,SLV,..,..,..,..,96,..,..,..,..,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Equatorial Guinea,GNQ,..,86.1,..,..,..,..,..,..,..,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Eritrea,ERI,..,..,..,..,..,..,..,..,..,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Estonia,EST,..,..,..,..,..,..,..,..,..,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Eswatini,SWZ,..,86.6,..,..,98.5,..,..,..,..,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Ethiopia,ETH,..,26.7,..,..,41.2,..,62.4,..,..,73.6,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Faroe Islands,FRO,..,..,..,..,..,..,..,..,..,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Fiji,FJI,..,..,..,..,..,..,..,..,..,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Finland,FIN,..,..,..,..,..,..,..,..,..,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,France,FRA,..,..,..,..,..,..,..,..,..,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,French Polynesia,PYF,..,..,..,..,..,..,..,..,..,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Gabon,GAB,..,91.6,94.7,..,..,..,..,..,..,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,"Gambia, The",GMB,..,90.7,..,86.2,..,..,..,..,99,..,97.8,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Georgia,GEO,..,..,..,..,..,..,..,..,..,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Germany,DEU,..,..,..,..,..,..,..,..,..,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Ghana,GHA,..,..,..,..,90.5,..,97.5,..,97.1,97.4,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Gibraltar,GIB,..,..,..,..,..,..,..,..,..,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Greece,GRC,..,..,..,..,..,..,..,..,..,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Greenland,GRL,..,..,..,..,..,..,..,..,..,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Grenada,GRD,100,..,..,..,..,..,..,..,..,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Guam,GUM,..,..,..,..,..,..,..,..,..,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Guatemala,GTM,..,..,..,..,..,91.3,..,..,..,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Guinea,GIN,..,..,85.2,..,..,..,84.3,..,80.9,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Guinea-Bissau,GNB,..,62.1,..,..,92.4,..,..,..,..,97,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Guyana,GUY,..,80.9,..,..,90.7,..,..,..,..,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Haiti,HTI,..,78.8,90.3,..,..,..,..,91,..,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Honduras,HND,..,..,96.6,..,..,..,..,..,..,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,"Hong Kong SAR, China",HKG,..,..,..,..,..,..,..,..,..,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Hungary,HUN,..,..,..,..,..,..,..,..,..,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Iceland,ISL,..,..,..,..,..,..,..,..,..,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,India,IND,..,61.8,..,..,..,..,79.3,..,..,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Indonesia,IDN,..,88.3,95.7,95.4,..,..,..,97.5,..,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,"Iran, Islamic Rep.",IRN,..,..,..,..,..,..,..,..,..,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Iraq,IRQ,..,76.7,..,..,..,..,..,..,87.6,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Ireland,IRL,..,..,..,..,..,..,..,..,..,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Isle of Man,IMN,..,..,..,..,..,..,..,..,..,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Israel,ISR,..,..,..,..,..,..,..,..,..,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Italy,ITA,..,..,..,..,..,..,..,..,..,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Jamaica,JAM,..,66.6,..,..,..,..,..,..,..,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Japan,JPN,..,..,..,..,..,..,..,..,..,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Jordan,JOR,80.2,..,99.1,..,..,..,..,..,97.6,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Kazakhstan,KAZ,..,..,..,..,..,99.3,..,..,..,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Kenya,KEN,..,76.2,..,..,95.5,93.7,..,..,..,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Kiribati,KIR,..,..,..,..,..,..,..,..,..,89.2,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,"Korea, Dem. People's Rep.",PRK,..,97.1,..,..,..,..,..,99.5,..,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,"Korea, Rep.",KOR,..,..,..,..,..,..,..,..,..,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Kosovo,XKX,..,..,..,..,97.8,..,..,..,..,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Kuwait,KWT,..,..,..,..,..,..,..,..,..,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Kyrgyz Republic,KGZ,..,..,97,..,98.4,..,..,..,99.8,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Lao PDR,LAO,..,26.5,54.2,..,..,..,..,78.4,..,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Latvia,LVA,..,..,..,..,..,..,..,..,..,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Lebanon,LBN,..,..,..,..,..,..,..,..,..,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Lesotho,LSO,..,84.7,..,..,95.2,..,..,..,91.3,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Liberia,LBR,..,84.4,..,95.9,..,..,97.9,..,..,..,97.8,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Libya,LBY,..,..,..,..,..,..,..,..,..,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Liechtenstein,LIE,..,..,..,..,..,..,..,..,..,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Lithuania,LTU,..,..,..,..,..,..,..,..,..,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Luxembourg,LUX,..,..,..,..,..,..,..,..,..,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,"Macao SAR, China",MAC,..,..,..,..,..,..,..,..,..,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Madagascar,MDG,..,71.2,..,82.1,..,..,87,..,85.1,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Malawi,MWI,..,91.4,97.7,..,96.1,..,94.8,97.6,..,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Malaysia,MYS,..,..,96.5,98,97.2,..,..,..,..,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Maldives,MDV,..,..,..,..,..,..,..,98.7,..,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Mali,MLI,..,..,..,74.2,..,42.1,..,..,79.5,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Malta,MLT,..,..,..,..,..,..,..,..,..,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Marshall Islands,MHL,..,..,..,..,..,..,..,..,..,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Mauritania,MRT,..,..,..,..,..,86.9,..,..,..,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Mauritius,MUS,..,..,..,..,..,..,..,..,..,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Mexico,MEX,..,..,97.6,..,97.2,98.5,..,..,..,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,"Micronesia, Fed. Sts.",FSM,..,..,..,..,..,..,..,..,..,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Moldova,MDA,..,..,98.8,..,..,..,..,..,..,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Monaco,MCO,..,..,..,..,..,..,..,..,..,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Mongolia,MNG,..,96.7,..,98.7,98.7,..,..,..,99.1,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Montenegro,MNE,..,..,..,91.7,..,..,..,..,97.2,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Morocco,MAR,..,..,..,..,..,..,..,..,88.5,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Mozambique,MOZ,..,75.8,..,..,..,87.2,..,..,94,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Myanmar,MMR,..,..,..,..,..,..,80.7,..,..,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Namibia,NAM,..,90.6,..,96.6,..,..,..,..,..,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Nauru,NRU,..,..,..,..,..,..,..,..,..,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Nepal,NPL,..,27,..,..,68.3,..,83.6,83.6,..,88.8,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Netherlands,NLD,..,..,..,..,..,..,..,..,..,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,New Caledonia,NCL,..,..,..,..,..,..,..,..,..,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,New Zealand,NZL,..,..,..,..,..,..,..,..,..,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Nicaragua,NIC,..,..,94.7,..,..,..,..,..,..,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Niger,NER,..,41,82.8,..,..,..,..,..,..,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Nigeria,NGA,56.5,..,..,60.6,..,62.6,..,65.8,67,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,North Macedonia,MKD,..,81,..,..,..,..,..,..,..,97.3,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Northern Mariana Islands,MNP,..,..,..,..,..,..,..,..,..,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Norway,NOR,..,..,..,..,..,..,..,..,..,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Oman,OMN,..,99.6,99,..,98.6,..,..,..,..,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Pakistan,PAK,..,..,..,73.1,..,..,..,..,86.2,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Palau,PLW,..,..,..,..,..,..,..,..,..,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Panama,PAN,..,..,..,93.4,..,99.1,..,..,..,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Papua New Guinea,PNG,..,..,..,..,..,..,..,..,76.1,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Paraguay,PRY,83.9,..,..,..,..,..,98.7,..,..,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Peru,PER,..,83.8,96,95.9,96.9,97,97.6,97.5,98.1,98.2,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Philippines,PHL,..,85.9,..,95.4,..,..,..,93.8,..,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Poland,POL,..,..,..,..,..,..,..,..,..,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Portugal,PRT,..,..,..,..,..,..,..,..,..,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Puerto Rico,PRI,..,..,..,..,..,..,..,..,..,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Qatar,QAT,..,..,90.8,..,..,..,..,..,..,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Romania,ROU,..,..,..,..,..,76.3,..,..,..,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Russian Federation,RUS,..,..,..,..,..,..,..,..,..,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Rwanda,RWA,..,91.5,..,99.4,..,99,..,97.6,..,..,97.7,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Samoa,WSM,..,..,..,..,93.3,..,..,..,..,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,San Marino,SMR,..,..,..,..,..,..,..,..,..,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Sao Tome and Principe,STP,..,90.6,..,..,97.5,..,..,..,..,98.1,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Saudi Arabia,SAU,..,..,..,..,..,..,..,..,..,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Senegal,SEN,..,79,..,94.5,96.2,95,95.9,97.1,97.7,97.6,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Serbia,SRB,..,..,..,..,98.3,..,..,..,..,99.4,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Seychelles,SYC,..,..,..,..,..,..,..,..,..,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Sierra Leone,SLE,..,67.9,..,97.1,..,..,94.2,97.4,..,97.9,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Singapore,SGP,..,..,..,..,..,..,..,..,..,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Slovak Republic,SVK,..,..,..,..,..,..,..,..,..,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Slovenia,SVN,..,..,..,..,..,..,..,..,..,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Solomon Islands,SLB,..,..,..,..,..,88.5,..,..,..,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Somalia,SOM,..,32.3,..,..,..,..,..,..,..,31.1,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,South Africa,ZAF,..,..,..,..,..,..,93.7,..,..,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,South Sudan,SSD,..,..,..,61.9,..,..,..,..,..,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Spain,ESP,..,..,..,..,..,..,..,..,..,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Sri Lanka,LKA,..,94.5,..,..,95.5,..,98.8,..,..,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,St. Kitts and Nevis,KNA,100,..,..,..,..,..,..,..,..,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,St. Lucia,LCA,100,47.8,96.9,..,..,..,..,..,..,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,St. Vincent and the Grenadines,VCT,..,99,..,..,..,..,..,..,..,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Sudan,SDN,71.2,60,..,..,79.1,..,..,..,..,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Suriname,SUR,..,90.6,..,..,..,..,..,..,84.8,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Sweden,SWE,..,..,..,..,..,..,..,..,..,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Switzerland,CHE,..,..,..,..,..,..,..,..,..,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Syrian Arab Republic,SYR,..,71.2,..,..,..,..,..,..,..,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Tajikistan,TJK,..,71.3,78.8,..,..,..,..,91.8,..,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Tanzania,TZA,..,..,96.5,..,..,..,98,98,..,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Thailand,THA,..,91.8,98.1,98.1,..,..,98.1,..,..,98.6,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Timor-Leste,TLS,..,..,..,..,..,..,84.4,..,..,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Togo,TGO,..,72.9,..,..,72.7,..,..,77.9,..,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Tonga,TON,..,..,99,..,..,..,..,..,..,97.7,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Trinidad and Tobago,TTO,..,92.4,..,..,..,..,..,..,..,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Tunisia,TUN,..,91.5,98.1,..,..,..,..,..,95.3,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Turkiye,TUR,..,..,..,..,97,..,..,..,96.4,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Turkmenistan,TKM,..,98.1,..,..,..,..,99.6,..,..,100,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Tuvalu,TUV,..,..,..,..,..,..,..,..,..,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Uganda,UGA,..,..,..,..,..,95.4,97.3,..,95.1,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Ukraine,UKR,..,..,98.6,..,..,..,..,..,..,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,United Arab Emirates,ARE,..,..,..,..,..,..,..,..,..,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,United States,USA,..,..,..,..,..,..,..,..,..,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Uruguay,URY,..,..,..,97.2,..,..,..,..,..,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Uzbekistan,UZB,..,97.2,99.8,99.8,99.8,99.4,..,..,..,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Vanuatu,VUT,..,..,..,75.6,..,..,..,..,..,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,"Venezuela, RB",VEN,..,94.1,..,97.5,..,..,..,..,..,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Vietnam,VNM,..,68.3,..,..,95.8,..,..,..,..,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Virgin Islands (U.S.),VIR,..,..,..,..,..,..,..,..,..,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,West Bank and Gaza,PSE,..,95.6,..,..,99.4,..,..,..,..,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,"Yemen, Rep.",YEM,..,..,..,59.8,..,..,..,..,..,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Zambia,ZMB,..,..,..,..,95.7,..,..,..,96.9,96.9,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Zimbabwe,ZWE,..,..,..,..,93.7,93.3,..,..,..,93.3,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Africa Eastern and Southern,AFE,..,64.4828602681524,..,..,..,..,..,85.5999769830233,..,..,..,..
Pregnant women receiving prenatal care (%),SH.STA.ANVC.ZS,Africa Western and Central,AFW,58.5214302846747,66.5724418008802,..,..,..,..,..,76.0124425875,..,..,..,..
